transaction_id,merchant_id,user_id,card_number,transaction_date,transaction_amount,device_id,has_cbk
21323236,49205,67017,540593******6571,2019-11-10T17:03:09.780448,335.38,,FALSE
21323237,38109,58786,548724******4243,2019-11-10T16:53:49.653114,608.87,,FALSE
21323238,62052,55432,498442******2160,2019-11-10T16:47:15.904726,1718.59,,FALSE
21323239,88242,7488,485464******6950,2019-11-10T16:37:59.357946,96.30,,FALSE
21323240,28269,46469,535016******5493,2019-11-10T16:37:54.736979,2152.53,,FALSE
21323241,84985,37183,655001******3263,2019-11-10T16:36:11.566896,1561.50,,FALSE
21323242,29931,80239,544315******7416,2019-11-10T16:24:49.908393,219.04,,FALSE
21323243,72386,66874,476331******2230,2019-11-10T16:24:22.145398,674.40,,FALSE
21323244,26765,84730,527497******8763,2019-11-10T16:15:05.469610,561.34,723309,FALSE
21323245,40591,52528,512707******4770,2019-11-10T14:51:42.923460,458.89,,FALSE
21323246,57839,55556,512682******6510,2019-11-10T14:49:49.837316,200.84,,FALSE
21323247,20194,84501,650491******5209,2019-11-10T14:40:50.938533,546.44,,FALSE
21323248,36411,56092,422061******9604,2019-11-10T14:38:34.136669,702.49,,FALSE
21323249,88242,52209,523421******6209,2019-11-10T14:36:56.654723,307.90,,FALSE
21323250,97342,64322,402934******3217,2019-11-10T14:23:52.924124,468.83,,FALSE
21323251,70729,82807,544731******6192,2019-11-10T14:18:32.943024,630.73,,FALSE
21323252,14582,55520,650486******3249,2019-11-10T14:06:18.325070,1218.52,,FALSE
21323253,8863,62940,427167******7032,2019-11-10T14:03:18.129812,748.69,,FALSE
21323254,25726,87030,550209******1131,2019-11-10T13:59:26.668597,230.53,,FALSE
21323255,52378,74698,523421******3511,2019-11-10T13:46:27.242077,227.88,,FALSE
21323256,29817,95180,415944******1791,2019-11-10T13:09:18.127238,3079.26,,FALSE
21323257,88242,18345,472280******4563,2019-11-10T12:38:55.471184,303.08,,FALSE
21323258,93711,57416,526863******3188,2019-11-10T11:36:03.860990,1762.04,,FALSE
21323259,46367,99344,522688******1643,2019-11-10T11:29:25.868674,280.94,,FALSE
21323260,30643,28198,650485******8970,2019-11-10T09:25:49.067206,409.15,,FALSE
21323261,79698,33201,498453******5146,2019-11-10T05:43:51.509533,417.53,,FALSE
21323262,11863,86243,548474******9280,2019-11-10T01:47:15.636884,612.95,,FALSE
21323263,26981,46579,444456******3080,2019-11-10T01:37:37.127100,243.77,,FALSE
21323264,91972,24644,464297******6840,2019-11-10T01:37:02.447645,136.27,977260,FALSE
21323265,1356,67973,550209******1489,2019-11-10T01:19:58.275173,587.01,,FALSE
21323266,89931,50781,516292******6993,2019-11-10T01:18:09.888203,934.62,,FALSE
21323267,94047,69839,512707******2790,2019-11-10T01:08:36.841865,847.35,,FALSE
21323268,13720,15914,650494******2110,2019-11-10T00:25:58.974791,211.63,,FALSE
21323269,56239,45320,410749******7205,2019-11-10T00:15:05.671850,819.09,,FALSE
21323270,72355,5111,544731******4051,2019-11-09T23:43:56.790796,387.76,,FALSE
21323271,55127,12552,458919******2000,2019-11-09T23:41:50.888427,231.19,,FALSE
21323272,11863,56008,510147******7569,2019-11-09T23:19:06.920243,646.18,,FALSE
21323273,88242,82527,550209******7690,2019-11-09T22:04:55.545364,80.65,,FALSE
21323274,45959,94240,459360******9723,2019-11-09T22:01:27.200538,178.12,,FALSE
21323275,59777,57376,523284******9286,2019-11-09T21:42:09.762242,80.41,,FALSE
21323276,79698,64341,544731******9920,2019-11-09T20:59:54.936038,701.54,,FALSE
21323277,49919,11858,498406******4794,2019-11-09T20:48:27.593417,3988.01,,TRUE
21323278,96704,6363,411085******5705,2019-11-09T20:47:33.124327,504.57,,FALSE
21323279,11863,66539,540593******3494,2019-11-09T20:34:07.569200,633.62,,FALSE
21323280,28647,19922,470598******4758,2019-11-09T20:20:30.539424,947.40,,FALSE
21323281,77130,75710,554482******7640,2019-11-09T20:11:57.306777,1631.24,,TRUE
21323282,4129,13251,444456******8211,2019-11-09T20:10:48.632109,90.65,,FALSE
21323283,25726,25488,506728******7993,2019-11-09T20:04:44.834212,150.54,,FALSE
21323284,25932,30874,498406******2381,2019-11-09T19:42:49.476595,1763.82,,TRUE
21323285,96553,72722,606282******1389,2019-11-09T19:29:12.835573,140.13,,FALSE
21323286,87013,31324,418053******7021,2019-11-09T19:12:06.251857,50.19,,FALSE
21323287,96704,6363,411085******5705,2019-11-09T19:11:38.517080,2483.91,,FALSE
21323288,25932,30874,546056******8910,2019-11-09T19:08:46.520771,2320.53,,TRUE
21323289,26765,42122,541187******8242,2019-11-09T18:53:52.790544,99.17,,FALSE
21323290,65211,59560,472280******7514,2019-11-09T18:52:59.763061,80.24,,FALSE
21323291,45488,5058,498442******4825,2019-11-09T18:50:13.429002,1683.57,,FALSE
21323292,43078,83284,526326******8042,2019-11-09T18:36:25.495171,303.73,,FALSE
21323293,88505,14303,455183******8350,2019-11-09T18:16:08.121341,471.78,,FALSE
21323294,76725,64526,514087******4038,2019-11-09T18:08:27.541279,340.90,,FALSE
21323295,87081,72856,506775******4300,2019-11-09T17:57:02.546871,280.48,,FALSE
21323296,57903,39273,515590******9873,2019-11-09T17:49:45.787340,381.01,,FALSE
21323297,43078,88003,459450******4358,2019-11-09T17:39:03.916084,98.88,,FALSE
21323298,59777,20354,606282******6832,2019-11-09T17:23:32.968084,238.67,,FALSE
21323299,58209,52932,534540******7017,2019-11-09T16:58:32.892262,366.38,,FALSE
21323300,58973,9612,553665******2471,2019-11-09T16:28:49.657274,1193.45,,FALSE
21323301,62891,14157,541465******8117,2019-11-09T16:17:04.770149,2427.53,,FALSE
21323302,25726,61941,527496******2831,2019-11-09T15:59:26.784182,204.11,,FALSE
21323303,25083,13395,550209******4335,2019-11-09T15:57:33.691551,70.85,,FALSE
21323304,79530,39061,523421******4932,2019-11-09T15:35:18.774053,127.27,,FALSE
21323305,81977,34612,516292******3589,2019-11-09T15:31:56.712254,3721.73,,FALSE
21323306,14646,46813,230650******8007,2019-11-09T14:36:31.038753,434.94,,FALSE
21323307,7313,97923,534503******6385,2019-11-09T14:31:17.544613,30.24,,FALSE
21323308,65855,71002,550209******8539,2019-11-09T14:23:28.198435,98.12,,FALSE
21323309,70454,95957,550209******6408,2019-11-09T14:20:38.907724,215.23,,FALSE
21323310,49919,40595,498401******4043,2019-11-09T13:52:53.348890,3919.96,,TRUE
21323311,12476,51688,498408******1681,2019-11-09T13:35:38.014931,165.95,,FALSE
21323312,93225,93871,515590******2429,2019-11-09T12:56:04.298744,2020.20,,FALSE
21323313,39273,58702,523421******7534,2019-11-09T12:45:32.512319,963.13,,FALSE
21323314,79698,50685,404024******1908,2019-11-09T12:43:50.137600,599.27,,FALSE
21323315,79698,17849,650512******8575,2019-11-09T12:35:09.243450,726.43,,FALSE
21323316,93881,88623,458919******5923,2019-11-09T12:21:19.035265,410.07,,FALSE
21323317,68998,76756,230744******1379,2019-11-09T10:32:58.519698,1282.24,,FALSE
21323318,33641,61637,516292******7499,2019-11-09T01:38:38.640833,442.48,417645,FALSE
21323319,88242,49562,518454******4985,2019-11-09T01:25:34.221395,1255.62,,FALSE
21323320,77130,75710,554482******7640,2019-11-09T00:58:24.689418,593.78,,TRUE
21323321,77130,75710,554482******7640,2019-11-09T00:17:27.310174,559.01,,TRUE
21323322,1084,67045,523421******7967,2019-11-09T00:15:58.728040,313.25,,FALSE
21323323,92441,88035,458919******1838,2019-11-08T23:53:36.598919,187.07,,FALSE
21323324,17348,23633,421847******2386,2019-11-08T23:47:41.577043,3496.94,,FALSE
21323325,77130,75710,554482******7640,2019-11-08T23:18:28.634342,254.25,,TRUE
21323326,77130,75710,554482******7640,2019-11-08T23:17:08.619645,473.44,,TRUE
21323327,77130,75710,554482******7640,2019-11-08T23:15:05.322183,599.13,,TRUE
21323328,77130,75710,554482******7640,2019-11-08T23:14:35.977303,386.82,,TRUE
21323329,77130,75710,554482******7640,2019-11-08T23:12:00.465991,254.37,,TRUE
21323330,77130,75710,554482******7640,2019-11-08T23:11:18.971808,320.96,,TRUE
21323331,77130,75710,554482******7640,2019-11-08T23:05:13.814924,540.81,,TRUE
21323332,26981,1703,525631******6430,2019-11-08T22:53:28.544844,270.72,,FALSE
21323333,22142,13639,550209******3607,2019-11-08T22:05:51.488103,417.45,,FALSE
21323334,14508,92589,530033******7335,2019-11-08T22:05:08.741490,1117.75,,FALSE
21323335,25932,30874,537110******2022,2019-11-08T21:17:19.374837,2022.69,,TRUE
21323336,25932,30874,537110******2022,2019-11-08T21:14:33.736382,2279.58,,TRUE
21323337,79698,50685,404024******1908,2019-11-08T21:04:42.444853,646.93,,FALSE
21323338,22532,73005,544731******3000,2019-11-08T20:54:41.516344,1376.28,,FALSE
21323339,4129,65346,523421******2855,2019-11-08T20:50:14.152549,65.76,,FALSE
21323340,44397,25173,455183******4881,2019-11-08T20:46:36.990057,503.24,,FALSE
21323341,77130,42677,515601******8618,2019-11-08T20:41:36.944243,301.58,,TRUE
21323342,77130,42677,515601******8618,2019-11-08T20:41:18.782324,303.82,,TRUE
21323343,77130,42677,515601******8618,2019-11-08T20:37:19.393101,10.26,,TRUE
21323344,97629,68769,516292******6154,2019-11-08T20:21:32.399104,372.28,,FALSE
21323345,49205,20892,550209******6838,2019-11-08T20:17:48.913076,666.57,,FALSE
21323346,29931,39355,539091******5407,2019-11-08T20:16:11.858932,672.87,,FALSE
21323347,44668,42581,550209******2319,2019-11-08T20:06:59.091511,10.21,,FALSE
21323348,96553,82462,485464******1950,2019-11-08T20:04:36.801885,442.61,,FALSE
21323349,49205,71248,651652******7759,2019-11-08T19:59:54.119565,232.32,,FALSE
21323350,86760,76234,514945******9211,2019-11-08T19:57:55.049256,636.24,,FALSE
21323351,48866,51409,550209******3315,2019-11-08T19:57:41.772381,706.28,,FALSE
21323352,12383,7297,403246******7110,2019-11-08T19:07:49.194750,445.94,,FALSE
21323353,92441,39503,516292******7654,2019-11-08T18:57:31.869963,262.29,,FALSE
21323354,45827,99153,493103******1793,2019-11-08T18:45:43.054698,590.98,,FALSE
21323355,57589,67770,498442******6173,2019-11-08T18:39:44.247954,2745.97,,FALSE
21323356,91828,12681,528392******7205,2019-11-08T18:29:40.543632,550.56,,FALSE
21323357,86197,89319,410863******7660,2019-11-08T18:08:46.470267,2029.46,,FALSE
21323358,43078,4688,498442******7356,2019-11-08T17:42:16.335531,382.25,,FALSE
21323359,18874,4058,552693******6987,2019-11-08T17:15:24.343939,181.05,,FALSE
21323360,24454,38839,522027******4024,2019-11-08T16:48:20.078836,221.90,,FALSE
21323361,82113,95163,498423******7666,2019-11-08T16:45:43.309312,50.88,,FALSE
21323362,4039,62592,544731******8173,2019-11-08T16:24:54.771542,259.66,,FALSE
21323363,45827,35362,549167******3860,2019-11-08T16:18:52.609388,619.23,,FALSE
21323364,6112,23365,512215******8666,2019-11-08T15:58:12.611833,265.16,,FALSE
21323365,36411,88055,550209******3874,2019-11-08T15:47:44.240189,679.95,,FALSE
21323366,53732,71824,404024******4561,2019-11-08T15:26:16.203737,795.76,,FALSE
21323367,33790,24223,411049******2505,2019-11-08T15:24:09.686480,2590.71,,FALSE
21323368,82113,95163,458919******7184,2019-11-08T15:19:50.514392,1620.45,,FALSE
21323369,68266,34810,650905******5883,2019-11-08T15:16:07.463645,1627.77,,FALSE
21323370,41828,79495,230650******9601,2019-11-08T15:12:28.111445,2312.29,,FALSE
21323371,3597,71270,498442******4022,2019-11-08T14:35:28.560271,518.46,,FALSE
21323372,55813,54506,548474******3194,2019-11-08T13:46:20.754766,801.18,,FALSE
21323373,96757,1266,544731******2112,2019-11-08T13:28:11.360946,144.43,,FALSE
21323374,71193,68418,558763******5541,2019-11-08T13:10:16.582324,197.87,,FALSE
21323375,32690,59735,516292******5685,2019-11-08T13:04:57.516070,401.78,,FALSE
21323376,57903,49052,650914******7919,2019-11-08T13:04:00.958182,1305.58,,FALSE
21323377,6112,82081,516292******5463,2019-11-08T12:39:29.497367,420.21,,FALSE
21323378,24454,38839,525320******8629,2019-11-08T12:27:49.597936,291.11,,FALSE
21323379,991,27183,518814******9293,2019-11-08T12:19:01.998957,1704.32,,FALSE
21323380,76725,52964,470598******6430,2019-11-08T11:23:22.726272,182.17,,FALSE
21323381,33192,92818,516292******2420,2019-11-08T10:48:27.291351,267.26,,FALSE
21323382,217,6017,410749******7857,2019-11-08T02:36:00.643028,2155.38,,FALSE
21323383,79698,55620,520132******6959,2019-11-08T01:42:46.281276,208.56,,FALSE
21323384,79698,85801,550209******2179,2019-11-08T01:14:00.612505,307.58,,FALSE
21323385,21945,32313,549622******4922,2019-11-08T00:44:53.913164,15.68,,FALSE
21323386,79698,62166,427167******5014,2019-11-08T00:31:39.112778,774.55,,FALSE
21323387,991,27183,518814******9293,2019-11-08T00:03:23.477337,16.51,,FALSE
21323388,57964,65407,606282******9886,2019-11-07T23:42:11.094844,153.19,,FALSE
21323389,17348,63042,539090******9392,2019-11-07T23:08:54.510017,3258.26,,FALSE
21323390,13720,32445,485464******8653,2019-11-07T22:33:28.175058,267.60,,FALSE
21323391,77130,42677,550209******1419,2019-11-07T22:09:14.359238,10.32,,FALSE
21323392,53593,167,550209******6809,2019-11-07T22:02:33.150491,75.78,,FALSE
21323393,86197,5798,516292******9001,2019-11-07T21:47:54.286935,10.32,,FALSE
21323394,99653,41202,550209******6357,2019-11-07T21:47:35.447424,90.76,,FALSE
21323395,51809,8418,444458******7801,2019-11-07T21:44:31.771136,584.44,,FALSE
21323396,51809,52047,528860******5645,2019-11-07T21:19:57.879390,469.82,,FALSE
21323397,30727,15146,406168******1588,2019-11-07T21:17:41.366287,1676.33,,FALSE
21323398,61530,23391,542820******3760,2019-11-07T20:42:41.266921,645.84,,FALSE
21323399,44599,26467,423069******3350,2019-11-07T20:31:28.464081,1452.41,,FALSE
21323400,26981,67241,459383******1178,2019-11-07T19:57:16.486333,386.15,,FALSE
21323401,53303,91699,544731******1490,2019-11-07T19:28:32.870730,132.01,,FALSE
21323402,54702,41381,412793******7016,2019-11-07T19:08:59.785933,75.70,,FALSE
21323403,93881,51595,444456******6401,2019-11-07T18:59:30.164704,366.35,,FALSE
21323404,51474,34705,530994******6344,2019-11-07T18:59:13.052494,929.57,,FALSE
21323405,46790,71499,541465******1085,2019-11-07T18:53:52.693896,561.39,,FALSE
21323406,70989,33782,516292******3144,2019-11-07T18:40:37.604614,1824.43,,FALSE
21323407,87938,31162,539090******2011,2019-11-07T18:36:44.826703,100.56,,FALSE
21323408,72355,33720,422061******1910,2019-11-07T18:35:44.156425,336.93,,FALSE
21323409,17348,57128,464127******1639,2019-11-07T18:32:35.750370,1896.07,,FALSE
21323410,28279,54743,552640******2922,2019-11-07T18:32:06.501902,1378.30,,FALSE
21323411,15371,29414,523421******7465,2019-11-07T18:25:39.085712,364.63,,FALSE
21323412,9842,63267,526326******2964,2019-11-07T18:11:18.932461,48.22,,FALSE
21323413,25653,62660,650495******2070,2019-11-07T18:05:06.644180,138.41,,FALSE
21323414,25103,63711,548573******6203,2019-11-07T17:46:41.827567,588.71,,FALSE
21323415,70899,69973,406655******3848,2019-11-07T17:12:11.440166,2507.50,,TRUE
21323416,8863,48817,550209******3285,2019-11-07T16:57:58.866734,507.81,,FALSE
21323417,9595,27370,516292******9123,2019-11-07T16:15:47.957004,80.52,,FALSE
21323418,84548,53501,515894******6167,2019-11-07T16:08:21.192063,642.82,,FALSE
21323419,20465,775,459380******9346,2019-11-07T16:03:51.346416,1452.46,,FALSE
21323420,82613,14870,498442******8940,2019-11-07T15:56:25.290551,1537.21,,FALSE
21323421,82613,14870,418053******3028,2019-11-07T15:53:29.299369,1643.96,,FALSE
21323422,62746,71326,549167******8585,2019-11-07T15:06:05.569242,259.80,,FALSE
21323423,31960,69145,427164******9022,2019-11-07T14:53:42.373180,144.41,,FALSE
21323424,79530,41827,544731******1331,2019-11-07T14:44:10.735198,227.33,,FALSE
21323425,828,42525,522590******4125,2019-11-07T12:20:38.952600,425.48,,FALSE
21323426,12339,75386,536518******9118,2019-11-07T02:59:31.329079,347.03,,FALSE
21323427,42060,83420,230650******4948,2019-11-06T22:24:12.300495,238.53,,FALSE
21323428,26981,96512,540593******9028,2019-11-06T21:13:55.156869,480.83,,FALSE
21323429,13371,86059,523284******9315,2019-11-06T20:13:28.838443,1617.45,,FALSE
21323430,17348,48260,418053******4034,2019-11-06T17:20:40.817620,2248.30,,FALSE
21323431,57964,41964,525664******2259,2019-11-06T17:06:31.469939,169.18,,FALSE
21323432,92835,37125,535081******9861,2019-11-06T15:03:01.745200,301.87,,FALSE
21323433,34433,21994,530994******1313,2019-11-06T14:44:44.100078,253.01,,FALSE
21323434,77262,57564,410715******6115,2019-11-06T14:31:16.694016,20.24,,FALSE
21323435,30370,30401,514945******3837,2019-11-06T14:15:20.741602,249.06,,FALSE
21323436,32186,45464,544731******1590,2019-11-06T12:50:57.644370,2730.46,,FALSE
21323437,77570,75889,406168******2582,2019-11-06T12:35:58.218974,3349.36,,TRUE
21323438,84868,20191,518941******2201,2019-11-06T11:08:33.935894,2257.53,,FALSE
21323439,17763,14207,539090******9284,2019-11-06T02:51:38.752053,271.00,,FALSE
21323440,43078,2866,544891******9036,2019-11-06T00:01:37.721034,314.51,,FALSE
21323441,32076,23575,606282******9523,2019-11-05T23:24:17.249613,380.80,,FALSE
21323442,30121,40779,520132******7705,2019-11-05T21:43:55.930462,1866.69,,FALSE
21323443,30121,40779,520132******7705,2019-11-05T21:34:31.558877,3111.74,,FALSE
21323444,49205,93288,522590******3125,2019-11-05T20:53:15.752353,259.26,,FALSE
21323445,84548,29073,453211******7730,2019-11-05T20:44:00.216604,211.35,,FALSE
21323446,81433,79979,539090******6564,2019-11-05T19:13:27.140437,379.12,,FALSE
21323447,49205,91822,498401******7890,2019-11-05T16:39:46.740425,383.06,,FALSE
21323448,41438,12895,514868******3465,2019-11-05T16:26:29.456218,1500.31,,FALSE
21323449,53871,10054,550209******6719,2019-11-05T15:40:59.073850,418.23,,FALSE
21323450,33116,83317,422061******6130,2019-11-05T15:40:28.067004,664.29,,FALSE
21323451,79698,66600,530994******4709,2019-11-05T15:32:32.858441,233.40,,FALSE
21323452,70405,43388,544731******5458,2019-11-05T14:30:51.071809,323.93,,FALSE
21323453,40983,73114,541465******3050,2019-11-05T14:26:58.208950,205.44,,FALSE
21323454,70405,68379,527496******4540,2019-11-05T14:05:18.172297,249.93,,FALSE
21323455,70405,75776,544731******9750,2019-11-05T13:34:22.184357,189.75,,FALSE
21323456,88242,34426,544731******3209,2019-11-05T13:14:10.862995,189.86,,FALSE
21323457,17348,63416,428267******2028,2019-11-05T12:42:48.112223,2274.33,,FALSE
21323458,10213,66526,523421******5559,2019-11-05T11:55:52.170498,140.69,,FALSE
21323459,30121,40779,520132******7705,2019-11-05T11:51:43.675010,3197.53,,FALSE
21323460,93225,43508,548984******6850,2019-11-05T11:47:27.624219,1056.76,,FALSE
21323461,30121,40779,520132******7705,2019-11-05T11:46:41.782101,3013.12,,FALSE
21323462,59777,75841,540593******3390,2019-11-05T02:31:38.940392,369.25,,FALSE
21323463,60296,95534,422053******9054,2019-11-05T01:17:25.741778,165.64,,FALSE
21323464,38109,19891,550209******3172,2019-11-05T00:50:07.687395,577.79,,FALSE
21323465,9842,37176,230744******9009,2019-11-05T00:40:05.815685,131.69,,FALSE
21323466,3194,68095,530033******2119,2019-11-05T00:07:42.087701,73.95,,FALSE
21323467,17348,25391,535858******4891,2019-11-04T23:36:29.446274,2876.39,,FALSE
21323468,23159,42774,453211******7234,2019-11-04T22:39:19.600419,687.91,,FALSE
21323469,33167,89071,514945******3716,2019-11-04T22:39:01.133276,260.23,,FALSE
21323470,93711,72941,522840******8660,2019-11-04T21:21:45.509357,2267.25,,FALSE
21323471,75670,81805,515590******1935,2019-11-04T21:06:21.052118,566.53,,FALSE
21323472,11506,53727,550209******3310,2019-11-04T19:45:56.937834,166.87,,FALSE
21323473,95110,19971,453211******7612,2019-11-04T19:40:40.147393,248.09,,FALSE
21323474,56239,23201,544315******6492,2019-11-04T19:32:19.960856,2164.71,,FALSE
21323475,47605,64435,535081******7841,2019-11-04T19:31:03.226275,2019.89,,FALSE
21323476,29931,2361,550209******4149,2019-11-04T19:18:36.277267,45.39,,FALSE
21323477,50970,62483,476333******8132,2019-11-04T18:56:31.913529,2521.23,,FALSE
21323478,42333,52740,459315******6120,2019-11-04T18:50:17.316632,809.23,,FALSE
21323479,85032,58248,547408******8925,2019-11-04T18:44:30.349353,427.95,,FALSE
21323480,4976,81859,544883******5800,2019-11-04T18:41:53.106673,599.11,,FALSE
21323481,25671,72132,516376******4270,2019-11-04T18:34:15.072583,1082.59,,FALSE
21323482,25671,72132,516376******4270,2019-11-04T17:45:40.752939,1073.22,,FALSE
21323483,19258,59102,444456******9907,2019-11-04T17:44:26.848736,688.03,,FALSE
21323484,50537,65182,482425******1116,2019-11-04T17:40:30.516811,927.16,,FALSE
21323485,1356,31672,530780******2598,2019-11-04T17:28:13.327990,173.26,,FALSE
21323486,7217,48874,548724******2917,2019-11-04T17:18:08.325280,58.77,,FALSE
21323487,41525,10778,524314******2695,2019-11-04T17:17:12.191237,1063.98,,FALSE
21323488,47605,64435,458919******5666,2019-11-04T17:02:57.131601,1014.46,,FALSE
21323489,15140,31492,422200******7280,2019-11-04T16:57:13.083365,1520.62,,FALSE
21323490,18428,75078,530452******1008,2019-11-04T16:48:15.151134,1603.01,,FALSE
21323491,36929,19160,523421******4915,2019-11-04T16:31:43.318149,677.91,,FALSE
21323492,49205,42427,525663******5543,2019-11-04T16:29:09.353943,361.91,,FALSE
21323493,60121,27891,506728******2150,2019-11-04T16:21:23.510467,999.42,,FALSE
21323494,6112,75029,545430******8025,2019-11-04T16:05:13.626531,174.75,,FALSE
21323495,51052,77201,421847******2760,2019-11-04T16:02:46.772603,1284.80,,FALSE
21323496,1356,58799,406655******6485,2019-11-04T15:57:26.474582,93.83,,FALSE
21323497,26981,96512,547408******7833,2019-11-04T15:51:33.224630,291.87,,FALSE
21323498,3194,65676,498423******4502,2019-11-04T15:28:32.698696,203.88,,FALSE
21323499,17348,69317,439388******3050,2019-11-04T15:02:55.540523,3059.26,,FALSE
21323500,76725,16781,546056******2924,2019-11-04T14:55:21.764584,502.16,,TRUE
21323501,76725,16781,546056******2924,2019-11-04T14:54:49.019679,489.50,,FALSE
21323502,62937,24601,478308******7872,2019-11-04T14:49:27.766386,987.11,,FALSE
21323503,49205,65249,421962******8053,2019-11-04T14:23:12.981384,300.51,,FALSE
21323504,92088,52579,536518******1133,2019-11-04T13:42:56.148303,33.38,,FALSE
21323505,70701,28412,516292******8378,2019-11-04T13:22:33.416316,267.82,,FALSE
21323506,62052,18227,550209******3098,2019-11-04T13:17:29.295709,941.39,,TRUE
21323507,62052,18227,550209******3098,2019-11-04T13:15:50.991229,999.47,,TRUE
21323508,62052,18227,550209******3098,2019-11-04T12:54:15.955839,993.39,,TRUE
21323509,99333,85794,230650******5127,2019-11-04T12:31:10.483487,178.66,,FALSE
21323510,75684,89825,410863******7921,2019-11-04T11:28:09.229008,1367.04,,FALSE
21323511,32901,62541,511781******250,2019-11-04T11:22:22.321651,65.35,,FALSE
21323512,32901,62541,511781******250,2019-11-04T11:20:41.526957,64.71,,FALSE
21323513,32901,62541,511781******250,2019-11-04T10:31:04.670986,28.47,,FALSE
21323514,91013,72498,515601******2730,2019-11-04T10:25:35.687658,661.20,,FALSE
21323515,71701,20036,453211******3232,2019-11-03T23:44:32.780197,577.99,,FALSE
